시즌,선수명,팀명,경기,타석,타수,안타,홈런,득점,타점,볼넷,삼진,도루,BABIP,타율,출루율,장타율,OPS,wOBA,WAR
19,신성현,두산,35,54,41,8,1,9,6,10,14,0,0.25,0.195,0.352,0.268,0.62,0.31,0.02
19,최선호,삼성,17,8,6,1,0,1,0,2,0,1,0.167,0.167,0.375,0.167,0.542,0.305,0.02
19,이원석,한화,13,9,6,0,0,3,0,2,5,2,0,0,0.333,0,0.333,0.256,0.01
19,이정훈,KIA,7,15,14,4,0,0,3,0,1,0,0.286,0.286,0.267,0.357,0.624,0.265,0
19,김민수,롯데,11,37,34,8,0,0,1,1,14,0,0.4,0.235,0.297,0.324,0.621,0.286,0
19,최항,SK,52,147,127,29,0,12,14,16,24,2,0.279,0.228,0.322,0.268,0.59,0.287,0
19,이동훈,한화,14,31,31,9,0,3,4,0,8,3,0.391,0.29,0.29,0.323,0.613,0.275,-0.01
19,김웅빈,Hero,4,11,11,3,0,1,3,0,2,0,0.333,0.273,0.273,0.364,0.637,0.278,-0.01
19,하주석,한화,5,20,19,5,0,3,2,0,4,0,0.333,0.263,0.263,0.368,0.631,0.274,-0.01
19,이유찬,두산,25,13,13,3,0,6,1,0,3,5,0.3,0.231,0.231,0.231,0.462,0.211,-0.01
19,지석훈,NC,76,169,149,34,2,15,15,10,37,0,0.286,0.228,0.299,0.329,0.628,0.287,-0.01
19,윤수강,NC,2,4,4,1,0,0,0,0,1,0,0.333,0.25,0.25,0.25,0.5,0.228,-0.02
19,김사훈,롯데,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02
19,김진곤,KT,19,34,30,8,0,4,6,2,8,1,0.364,0.267,0.313,0.333,0.646,0.296,-0.03
19,채태인,롯데,59,182,167,42,5,11,29,11,45,0,0.311,0.251,0.302,0.407,0.709,0.311,-0.03
19,서상우,LG,13,24,21,5,0,2,1,3,8,0,0.385,0.238,0.333,0.286,0.619,0.299,-0.03
19,이범호,KIA,19,31,26,6,1,1,5,3,3,0,0.208,0.231,0.29,0.385,0.675,0.295,-0.03
19,주효상,Hero,18,30,29,6,0,3,5,1,7,0,0.273,0.207,0.233,0.345,0.578,0.258,-0.03
19,안치영,KT,5,7,6,1,0,1,0,0,2,0,0.25,0.167,0.286,0.167,0.453,0.242,-0.03
19,채현우,SK,9,1,1,0,0,2,0,0,1,3,-,0,0,0,0,0,-0.03
19,김주형,Hero,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03
19,박민석,KT,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03
19,오준혁,SK,2,1,1,0,0,1,0,0,1,0,-,0,0,0,0,0,-0.03
19,박유연,두산,2,1,1,0,0,0,0,0,1,0,-,0,0,0,0,0,-0.03
19,박상언,한화,1,1,1,0,0,0,0,0,1,0,-,0,0,0,0,0,-0.03
19,문경찬(타),KIA,1,1,1,0,0,0,0,0,1,0,-,0,0,0,0,0,-0.03
19,추재현,Hero,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03
19,김재윤(타),KT,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03
19,정성종(타),롯데,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03
19,양우현,삼성,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03
19,김성민,SK,2,4,4,1,0,0,0,0,3,0,1,0.25,0.25,0.25,0.5,0.228,-0.04
19,김응민,삼성,8,13,13,3,0,0,0,0,6,0,0.429,0.231,0.231,0.308,0.539,0.235,-0.04
19,이인행,KIA,9,20,16,3,0,1,2,2,6,0,0.3,0.188,0.316,0.25,0.566,0.282,-0.04
19,김은성,Hero,5,10,8,1,0,1,0,2,2,0,0.167,0.125,0.3,0.125,0.425,0.244,-0.04
19,황진수,롯데,6,4,3,0,0,1,0,1,2,0,0,0,0.25,0,0.25,0.19,-0.04
19,김준완,NC,8,19,16,4,0,0,1,2,2,0,0.267,0.25,0.316,0.25,0.566,0.272,-0.05
19,이대형,KT,18,19,14,2,0,2,4,4,5,0,0.2,0.143,0.316,0.214,0.53,0.273,-0.05
19,김재현,삼성,6,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.05
19,김창혁,한화,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.05
19,이찬건,롯데,2,2,2,0,0,0,0,0,2,0,-,0,0,0,0,0,-0.05
19,최정용,KIA,8,21,21,6,0,4,1,0,10,0,0.545,0.286,0.286,0.286,0.572,0.261,-0.06
19,정준혁,롯데,6,11,11,3,0,1,1,0,6,0,0.6,0.273,0.273,0.273,0.546,0.249,-0.06
19,유재신,KIA,71,59,51,13,0,17,6,6,12,4,0.325,0.255,0.328,0.333,0.661,0.31,-0.06
19,강진성,NC,41,104,97,24,2,11,14,3,20,2,0.293,0.247,0.298,0.371,0.669,0.304,-0.06
19,김종민,한화,10,21,20,4,1,2,1,0,7,0,0.25,0.2,0.2,0.35,0.55,0.236,-0.06
19,박준혁,한화,4,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.06
19,김철호,NC,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06
19,송승환,두산,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.06
19,이현동,삼성,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.06
19,최민재,SK,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06
19,김회성,한화,58,117,104,24,3,7,18,11,24,2,0.269,0.231,0.302,0.356,0.658,0.3,-0.07
19,변우혁,한화,29,61,53,12,1,7,2,7,17,0,0.314,0.226,0.328,0.302,0.63,0.302,-0.07
19,박정권,SK,18,37,32,6,1,5,5,5,11,0,0.25,0.188,0.297,0.313,0.61,0.288,-0.07
19,정병곤,두산,20,31,27,5,0,6,4,2,4,0,0.217,0.185,0.29,0.222,0.512,0.257,-0.08
19,문선재,KIA,29,61,49,8,3,7,6,9,18,2,0.167,0.163,0.295,0.347,0.642,0.297,-0.08
19,서예일,두산,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08
19,윤해진,KIA,2,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.08
19,이현석,SK,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08
19,최준우,SK,15,36,33,7,0,3,0,3,3,0,0.233,0.212,0.278,0.273,0.551,0.259,-0.1
19,류형우,LG,10,12,11,2,0,2,1,1,3,0,0.25,0.182,0.25,0.182,0.432,0.216,-0.1
19,나경민,롯데,45,49,45,9,0,10,7,3,12,2,0.273,0.2,0.265,0.289,0.554,0.266,-0.11
19,황대인,KIA,12,28,25,5,0,0,0,1,8,0,0.294,0.2,0.286,0.28,0.566,0.269,-0.11
19,김병희,KT,4,7,7,1,0,0,0,0,2,0,0.2,0.143,0.143,0.143,0.286,0.13,-0.11
19,정현,KT,4,11,10,1,0,0,1,1,3,0,0.143,0.1,0.182,0.1,0.282,0.152,-0.11
19,김규민,Hero,94,250,222,55,3,33,24,22,68,2,0.34,0,,,,,
19,전준호,LG,8,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.12
19,유영준,NC,3,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.12
19,박용택,LG,64,215,195,55,1,19,22,18,30,3,0.325,0.282,0.34,0.344,0.684,0.314,-0.13
19,박찬도,삼성,30,34,32,9,0,10,2,2,10,0,0.409,0.281,0.324,0.313,0.637,0.282,-0.13
19,송준석,삼성,26,56,51,12,1,6,4,2,14,0,0.297,0.235,0.273,0.353,0.626,0.278,-0.13
19,남태혁,SK,12,24,22,5,0,1,1,2,3,0,0.263,0.227,0.292,0.227,0.519,0.254,-0.13
19,홍재호,KIA,10,20,19,4,0,2,0,1,5,0,0.286,0.211,0.25,0.211,0.461,0.221,-0.13
19,박정음,Hero,60,88,71,14,0,13,7,11,31,6,0.35,0.197,0.345,0.254,0.599,0.306,-0.13
19,이병규,롯데,8,22,19,3,0,1,0,2,7,0,0.25,0.158,0.273,0.263,0.536,0.258,-0.13
19,이창열,한화,11,16,13,2,0,3,1,1,5,0,0.25,0.154,0.267,0.154,0.421,0.225,-0.13
19,최승준,SK,10,24,22,5,0,2,0,2,10,0,0.417,0.227,0.292,0.227,0.519,0.254,-0.14
19,국해성,두산,21,41,35,6,0,2,2,5,13,0,0.273,0.171,0.293,0.257,0.55,0.269,-0.14
19,박헌욱,NC,6,9,9,1,0,0,1,0,5,0,0.25,0.111,0.111,0.222,0.333,0.137,-0.14
19,최정민,KIA,4,5,5,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.14
19,김민식,KIA,53,116,96,16,0,6,14,15,29,2,0.232,0.167,0.293,0.188,0.481,0.25,-0.15
19,해즐베이커,KIA,11,46,41,6,2,5,5,4,18,1,0.19,0.146,0.239,0.341,0.58,0.262,-0.15
19,임지열,Hero,11,18,15,2,0,0,3,1,7,0,0.25,0.133,0.235,0.2,0.435,0.217,-0.15
19,오영수,NC,3,8,8,1,0,0,0,0,4,0,0.25,0.125,0.125,0.125,0.25,0.114,-0.15
19,전민수,LG,75,106,96,23,0,8,8,9,18,2,0.295,0.24,0.305,0.313,0.618,0.287,-0.16
19,정진기,SK,13,17,16,3,0,1,2,1,2,0,0.214,0.188,0.235,0.188,0.423,0.206,-0.16
19,나지완,KIA,56,153,129,24,6,12,17,19,37,0,0.205,0.186,0.301,0.364,0.665,0.302,-0.16
19,김재율,LG,4,9,9,1,0,0,0,0,0,0,0.111,0.111,0.111,0.111,0.222,0.101,-0.16
19,박한결,한화,9,11,11,2,0,0,0,0,4,0,0.286,0.182,0.182,0.182,0.364,0.166,-0.17
19,고명성,KT,30,18,16,2,0,4,0,2,7,0,0.222,0.125,0.222,0.125,0.347,0.186,-0.17
19,고장혁,KIA,22,32,31,7,0,2,3,0,8,0,0.304,0.226,0.25,0.29,0.54,0.251,-0.18
19,배성근,롯데,36,48,44,9,0,4,2,4,13,1,0.29,0.205,0.271,0.227,0.498,0.241,-0.18
19,류승현,KIA,57,163,150,38,0,14,14,9,29,3,0.314,0.253,0.313,0.32,0.633,0.295,-0.19
19,박승규,삼성,14,23,21,4,0,2,2,2,7,1,0.286,0.19,0.261,0.19,0.451,0.225,-0.19
19,허일,롯데,71,162,149,38,1,14,17,12,28,2,0.308,0.255,0.315,0.302,0.617,0.29,-0.2
19,장승현,두산,35,46,41,7,0,3,3,3,13,0,0.241,0.171,0.239,0.22,0.459,0.22,-0.21
19,신민재,LG,81,94,81,19,0,25,5,8,17,10,0.292,0.235,0.323,0.272,0.595,0.288,-0.22
19,김호재,삼성,28,33,32,7,0,1,0,1,7,0,0.28,0.219,0.242,0.25,0.492,0.226,-0.23
19,장운호,한화,7,12,10,1,0,2,0,1,1,0,0.111,0.1,0.182,0.1,0.282,0.152,-0.23
19,백창수,한화,16,48,44,10,0,4,3,0,18,0,0.385,0.227,0.261,0.295,0.556,0.253,-0.24
19,김민수,삼성,29,41,39,8,0,5,2,1,16,0,0.333,0.205,0.22,0.231,0.451,0.205,-0.24
19,손주인,삼성,20,35,31,6,1,2,4,2,6,0,0.208,0.194,0.242,0.29,0.532,0.244,-0.24
19,문규현,롯데,40,72,64,16,0,7,10,3,10,0,0.281,0.25,0.271,0.281,0.552,0.251,-0.25
19,강승호,SK,15,42,39,6,2,5,5,2,18,0,0.211,0.154,0.195,0.308,0.503,0.222,-0.25
19,김영환,KT,13,15,14,1,0,1,0,1,3,0,0.091,0.071,0.133,0.071,0.204,0.112,-0.25
19,정훈,롯데,88,222,190,43,2,26,17,24,47,4,0.289,0.226,0.324,0.289,0.613,0.294,-0.26
19,김창평,SK,18,53,45,8,0,4,3,4,11,0,0.235,0.178,0.26,0.222,0.482,0.236,-0.26
19,이진영,KIA,11,15,15,2,0,1,2,0,4,0,0.182,0.133,0.133,0.133,0.266,0.122,-0.26
19,신용수,롯데,17,20,20,2,1,4,2,0,4,0,0.067,0.1,0.1,0.25,0.35,0.144,-0.26
19,박승욱,SK,8,15,13,1,1,3,2,2,5,0,0,0.077,0.2,0.308,0.508,0.233,-0.26
19,배영섭,SK,30,80,71,16,0,5,7,6,15,2,0.281,0.225,0.3,0.239,0.539,0.263,-0.27
19,문상철,KT,33,68,60,12,2,8,7,4,26,2,0.294,0.2,0.265,0.317,0.582,0.265,-0.27
19,허정협,Hero,37,77,68,16,0,3,8,7,19,0,0.32,0.235,0.312,0.25,0.562,0.273,-0.28
19,김준태,롯데,43,104,88,14,0,10,8,12,23,0,0.215,0.159,0.275,0.193,0.468,0.24,-0.28
19,김대한,두산,19,18,15,0,0,4,0,3,9,0,0,0,0.167,0,0.167,0.127,-0.28
19,박승욱,KT,93,230,210,51,2,21,13,12,45,4,0.301,0.243,0.29,0.324,0.614,0.285,-0.29
19,김경호,두산,32,27,26,5,0,4,2,0,7,0,0.263,0.192,0.192,0.231,0.423,0.188,-0.29
19,백승민,삼성,19,45,42,10,0,4,4,2,11,0,0.313,0.238,0.267,0.262,0.529,0.244,-0.3
19,이성곤,삼성,13,28,28,5,0,1,0,0,6,0,0.227,0.179,0.179,0.286,0.465,0.197,-0.31
19,최경모,SK,17,16,16,1,0,2,1,0,2,0,0.071,0.063,0.063,0.125,0.188,0.077,-0.31
19,김문호,롯데,51,109,103,25,0,6,4,4,30,2,0.338,0.243,0.269,0.311,0.58,0.26,-0.32
19,백승현,LG,14,30,30,5,0,1,0,0,10,1,0.25,0.167,0.167,0.2,0.367,0.163,-0.32
19,이성우,LG,55,74,64,10,0,2,6,4,11,0,0.189,0.156,0.239,0.203,0.442,0.218,-0.32
19,정보근,롯데,15,35,32,4,0,3,1,2,10,0,0.182,0.125,0.2,0.125,0.325,0.17,-0.32
19,정주현,LG,129,425,376,87,2,53,27,31,91,14,0.299,0.231,0.291,0.309,0.6,0.278,-0.37
19,안중열,롯데,73,145,136,26,2,10,4,6,40,0,0.255,0.191,0.236,0.294,0.53,0.242,-0.37
19,배정대,KT,66,84,74,15,0,15,6,7,23,0,0.294,0.203,0.28,0.257,0.537,0.257,-0.39
19,김진형,NC,11,23,20,3,0,2,2,0,4,0,0.167,0.15,0.136,0.2,0.336,0.139,-0.39
19,정상호,LG,22,24,24,2,0,1,2,0,11,0,0.154,0.083,0.083,0.125,0.208,0.089,-0.4
19,박준태,KIA,38,47,41,7,0,13,4,4,15,1,0.25,0.171,0.234,0.244,0.478,0.221,-0.41
19,유장혁,한화,38,61,55,9,1,10,4,5,17,3,0.211,0.164,0.23,0.236,0.466,0.22,-0.41
19,정현,SK,23,34,28,2,0,3,1,5,14,1,0.133,0.071,0.206,0.071,0.277,0.166,-0.41
19,김인환,한화,18,46,42,9,0,1,2,2,9,0,0.257,0.214,0.239,0.238,0.477,0.219,-0.42
19,백동훈,두산,41,52,47,8,0,8,2,4,16,0,0.258,0.17,0.25,0.213,0.463,0.226,-0.42
19,정진호,두산,66,110,96,20,1,13,3,11,24,5,0.268,0.208,0.29,0.24,0.53,0.259,-0.44
19,이해창,KT,30,43,40,5,0,0,0,2,11,0,0.172,0.125,0.186,0.125,0.311,0.16,-0.44
19,김성훈,삼성,65,88,77,14,1,14,5,7,11,4,0.2,0.182,0.25,0.26,0.51,0.242,-0.45
19,안상현,SK,65,108,102,24,0,14,5,4,28,7,0.32,0.235,0.262,0.265,0.527,0.242,-0.46
19,오선우,KIA,27,57,53,8,1,5,4,3,23,0,0.241,0.151,0.211,0.264,0.475,0.221,-0.46
19,이상호,NC,102,256,234,65,0,30,12,9,22,9,0.302,0.278,0.306,0.308,0.614,0.282,-0.48
19,안승한,KT,36,47,44,6,0,4,5,1,13,0,0.194,0.136,0.174,0.159,0.333,0.16,-0.48
19,구본혁,LG,57,95,85,15,1,10,6,6,17,2,0.206,0.176,0.245,0.224,0.469,0.226,-0.52
19,김용의,LG,114,210,179,39,0,35,17,24,38,8,0.275,0.218,0.316,0.279,0.595,0.287,-0.53
19,오재원,두산,98,204,177,29,3,30,18,25,50,6,0.21,0.164,0.267,0.271,0.538,0.258,-0.55
19,오정환,KIA,30,29,28,4,0,8,1,0,12,0,0.25,0.143,0.143,0.143,0.286,0.13,-0.55
19,송성문,Hero,103,335,308,70,3,33,34,19,53,2,0.262,0.227,0.269,0.328,0.597,0.271,-0.56
19,이우성,KIA,32,87,80,14,3,7,10,5,22,0,0.2,0.175,0.241,0.3,0.541,0.249,-0.6
19,양종민,LG,18,49,44,6,0,1,5,2,15,0,0.2,0.136,0.17,0.182,0.352,0.163,-0.61
19,한동희,롯데,59,207,187,38,2,12,9,18,57,1,0.277,0.203,0.271,0.283,0.554,0.258,-0.68
19,허도환,SK,56,93,79,10,1,3,6,5,18,0,0.145,0.127,0.202,0.203,0.405,0.194,-0.68
19,나주환,SK,94,245,225,50,3,14,20,12,54,1,0.278,0.222,0.27,0.302,0.572,0.262,-0.76
19,조홍석,롯데,42,65,60,7,0,8,5,4,14,1,0.149,0.117,0.169,0.183,0.352,0.168,-0.8
19,전병우,롯데,29,55,51,5,0,2,0,3,22,0,0.172,0.098,0.148,0.118,0.266,0.133,-0.9
19,윤석민,KT,63,178,169,39,2,4,17,7,24,0,0.255,0.231,0.258,0.29,0.548,0.249,-0.92
19,윤진호,LG,106,62,59,6,1,6,5,1,13,1,0.111,0.102,0.117,0.186,0.303,0.132,-0.92
19,김동엽,삼성,60,211,195,42,6,15,25,12,47,2,0.25,0.215,0.265,0.338,0.603,0.273,-0.93
19,오윤석,롯데,76,228,198,44,1,21,21,20,43,0,0.272,0.222,0.295,0.247,0.542,0.26,-0.94
19,최원준,KIA,90,255,232,46,1,33,18,16,51,8,0.249,0.198,0.261,0.284,0.545,0.255,-0.95
19,양성우,한화,56,129,119,20,1,11,6,9,28,1,0.211,0.168,0.227,0.218,0.445,0.212,-1.14
19,노시환,한화,91,192,177,33,1,19,13,11,72,2,0.305,0.186,0.241,0.26,0.501,0.233,-1.29
19,나종덕,롯데,104,209,185,23,3,12,13,9,88,0,0.208,0.124,0.188,0.195,0.383,0.183,-1.61
19,김태근,두산,9,0,0,0,0,2,0,0,0,1,-,-,-,-,-,-,-
19,전민재,두산,2,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-
19,김승회,두산,1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-
19,양원혁,LG,1,0,0,0,0,1,0,0,0,0,-,-,-,-,-,-,-
19,이승진,SK,1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-
18,박시영(타),롯데,1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-
18,박병호,Hero,113,488,400,138,43,88,112,68,114,0,0.386,0.345,0.457,0.718,1.175,0.47,7.47
18,김재환*,두산,139,602,527,176,44,104,133,60,134,2,0.371,0.334,0.405,0.657,1.062,0.429,7.03
18,양의지,두산,133,503,439,157,23,84,77,45,40,6,0.351,0.358,0.427,0.585,1.012,0.419,6.82
18,로하스,KT,144,645,564,172,43,114,114,71,142,18,0.339,0.305,0.388,0.59,0.978,0.403,6.11
18,러프,삼성,137,597,506,167,33,97,125,65,107,5,0.358,0.33,0.419,0.605,1.024,0.423,6.02
18,전준우,롯데,144,614,556,190,33,118,90,48,82,7,0.354,0.342,0.4,0.592,0.992,0.411,5.9
18,로맥,SK,141,616,528,167,43,102,107,72,123,10,0.337,0.316,0.404,0.597,1.001,0.415,5.76
18,손아섭,롯데,141,625,553,182,26,109,93,68,99,20,0.364,0.329,0.404,0.546,0.95,0.402,5.55
18,최형우,KIA,143,609,528,179,25,92,103,66,87,3,0.363,0.339,0.414,0.549,0.963,0.402,5.28
18,안치홍,KIA,130,549,494,169,23,88,118,36,57,5,0.345,0.342,0.392,0.563,0.955,0.395,5.07
18,이재원,SK,130,471,407,134,17,63,57,43,65,0,0.355,0.329,0.405,0.514,0.919,0.391,5
18,최주환,두산,138,590,519,173,26,87,108,51,89,1,0.355,0.333,0.397,0.582,0.979,0.404,4.89
18,김현수,LG,117,511,453,164,20,95,101,47,61,1,0.377,0.362,0.415,0.589,1.004,0.413,4.79
18,이대호,롯데,144,604,543,181,37,81,125,44,75,0,0.331,0.333,0.394,0.593,0.987,0.404,4.72
18,버나디나,KIA,131,590,513,159,20,106,70,63,103,32,0.355,0.31,0.395,0.487,0.882,0.379,4.2
18,채은성,LG,139,578,529,175,25,78,119,35,97,3,0.364,0.331,0.379,0.548,0.927,0.385,4.06
18,한동민,SK,136,562,486,138,41,97,115,52,124,4,0.295,0.284,0.367,0.601,0.968,0.391,4.05
18,구자욱,삼성,116,529,478,159,20,100,84,43,110,10,0.397,0.333,0.392,0.533,0.925,0.389,3.94
18,유한준,KT,121,480,428,145,20,59,83,47,53,1,0.351,0.339,0.406,0.533,0.939,0.397,3.9
18,김재호,두산,131,467,402,125,16,78,75,52,77,6,0.346,0.311,0.39,0.48,0.87,0.374,3.82
18,최정,SK,115,489,406,99,35,95,74,58,129,8,0.262,0.244,0.368,0.547,0.915,0.379,3.8
18,나성범,NC,144,620,556,177,23,110,91,44,131,15,0.378,0.318,0.381,0.518,0.899,0.376,3.77
18,이정후,Hero,109,520,459,163,6,81,57,42,57,11,0.389,0.355,0.412,0.477,0.889,0.381,3.64
18,호잉,한화,142,590,529,162,30,85,110,51,93,23,0.321,0.306,0.369,0.573,0.942,0.382,3.64
18,황재균,KT,142,588,530,157,25,76,88,49,120,14,0.34,0.296,0.358,0.526,0.884,0.369,3.59
18,이원석,삼성,128,543,479,144,20,74,93,52,103,2,0.343,0.301,0.374,0.493,0.867,0.368,3.53
18,유강남,LG,132,465,425,126,19,53,66,28,80,0,0.327,0.296,0.352,0.508,0.86,0.359,3.5
18,김하성,Hero,129,576,511,147,20,95,84,54,81,8,0.306,0.288,0.358,0.474,0.832,0.353,3.38
18,허경민,두산,133,577,516,167,10,85,79,32,52,20,0.34,0.324,0.376,0.459,0.835,0.357,3.21
18,박건우,두산,125,529,488,159,12,79,84,28,65,7,0.356,0.326,0.373,0.473,0.846,0.36,2.9
18,민병헌,롯데,118,494,443,141,17,74,66,35,68,9,0.341,0.318,0.374,0.481,0.855,0.361,2.78
18,노수광,SK,135,588,515,161,8,93,53,48,86,25,0.361,0.313,0.383,0.431,0.814,0.356,2.78
18,이형종,LG,118,485,437,138,13,83,42,31,82,6,0.365,0.316,0.377,0.467,0.844,0.363,2.69
18,오재원,두산,132,521,473,148,15,78,81,41,119,15,0.39,0.313,0.369,0.463,0.832,0.357,2.64
18,오재일,두산,123,477,401,112,27,69,80,60,121,1,0.323,0.279,0.373,0.539,0.912,0.378,2.57
18,박경수,KT,135,528,458,120,25,65,74,58,128,4,0.308,0.262,0.354,0.472,0.826,0.351,2.57
18,박해민,삼성,144,649,576,172,9,114,68,56,98,36,0.343,0.299,0.36,0.432,0.792,0.343,2.44
18,강백호,KT,138,585,527,153,29,108,84,52,124,3,0.329,0.29,0.356,0.524,0.88,0.368,2.39
18,나지완,KIA,114,379,317,86,26,50,78,38,81,0,0.279,0.271,0.377,0.574,0.951,0.389,2.35
18,박민우,NC,115,460,411,133,5,68,33,32,51,17,0.357,0.324,0.383,0.438,0.821,0.354,2.29
18,번즈,롯데,133,505,462,124,23,80,64,33,133,5,0.33,0.268,0.329,0.513,0.842,0.348,2.26
18,이병규,롯데,103,257,198,54,10,31,39,50,58,0,0.333,0.273,0.432,0.49,0.922,0.403,2.2
18,김주찬,KIA,121,471,429,146,18,71,93,23,57,8,0.352,0.34,0.375,0.52,0.895,0.369,2.18
18,이범호,KIA,101,380,332,93,20,41,69,42,59,0,0.286,0.28,0.366,0.482,0.848,0.358,2.18
18,김선빈,KIA,127,492,424,125,4,73,49,48,42,4,0.316,0.295,0.374,0.375,0.749,0.335,2.03
18,이천웅,LG,112,405,359,122,2,61,39,39,48,11,0.386,0.34,0.407,0.435,0.842,0.369,1.96
18,김강민,SK,80,267,235,70,14,40,46,22,57,10,0.341,0.298,0.37,0.536,0.906,0.38,1.9
18,이성열,한화,131,528,485,143,34,76,102,35,143,9,0.352,0.295,0.347,0.553,0.9,0.369,1.86
18,오지환,LG,144,617,533,148,11,93,71,59,146,10,0.359,0.278,0.354,0.396,0.75,0.328,1.86
18,신본기,롯데,139,479,425,125,11,55,71,33,95,1,0.352,0.294,0.357,0.442,0.799,0.341,1.84
18,강민호,삼성,129,477,427,115,22,46,71,29,96,0,0.294,0.269,0.331,0.457,0.788,0.327,1.74
18,이지영,삼성,90,203,178,61,2,31,19,15,27,0,0.396,0.343,0.406,0.433,0.839,0.368,1.68
18,정근우,한화,102,425,375,114,11,63,57,39,43,6,0.318,0.304,0.377,0.461,0.838,0.361,1.64
18,송성문,Hero,78,238,211,66,7,35,45,24,49,2,0.378,0.313,0.381,0.502,0.883,0.377,1.62
18,김헌곤,삼성,141,586,513,154,11,77,71,54,70,22,0.328,0.3,0.375,0.423,0.798,0.349,1.57
18,최항,SK,98,257,222,65,7,38,35,25,57,2,0.367,0.293,0.384,0.45,0.834,0.364,1.47
18,가르시아,LG,50,206,183,62,8,27,34,9,25,5,0.346,0.339,0.383,0.519,0.902,0.375,1.45
18,노진혁,NC,125,458,420,119,11,52,42,33,92,4,0.34,0.283,0.338,0.431,0.769,0.33,1.32
18,김민성,Hero,128,465,413,117,10,46,45,40,80,1,0.326,0.283,0.351,0.414,0.765,0.33,1.29
18,이택근,Hero,104,356,308,95,4,40,52,32,44,1,0.345,0.308,0.385,0.435,0.82,0.358,1.24
18,임병욱,Hero,134,447,423,124,13,76,60,22,119,16,0.379,0.293,0.327,0.468,0.795,0.332,1.24
18,강경학,한화,77,289,245,68,5,42,27,38,59,6,0.346,0.278,0.382,0.392,0.774,0.348,1.23
18,송광민,한화,113,460,434,129,18,63,79,18,93,4,0.339,0.297,0.328,0.477,0.805,0.336,1.16
18,전병우,롯데,27,77,66,24,3,18,13,9,24,3,0.525,0.364,0.442,0.606,1.048,0.437,1.14
18,샌즈,Hero,25,93,86,27,12,17,37,6,27,0,0.313,0.314,0.355,0.767,1.122,0.438,1.11
18,장성우,KT,127,393,356,92,13,41,48,32,82,1,0.3,0.258,0.321,0.404,0.725,0.314,1.11
18,스크럭스,NC,142,571,501,129,26,75,97,55,144,3,0.309,0.257,0.344,0.483,0.827,0.348,1.1
18,박용택,LG,134,583,524,159,15,89,76,47,107,3,0.352,0.303,0.362,0.466,0.828,0.353,1.09
18,이용규,한화,134,575,491,144,1,82,36,59,62,30,0.33,0.293,0.379,0.332,0.711,0.328,1.09
18,나주환,SK,119,420,362,95,12,54,56,38,66,5,0.29,0.262,0.339,0.428,0.767,0.331,1.07
18,정수빈,두산,26,112,98,36,2,20,23,11,13,5,0.4,0.367,0.429,0.469,0.898,0.391,0.99
18,박세혁,두산,89,194,170,48,3,37,22,16,55,5,0.398,0.282,0.356,0.406,0.762,0.334,0.91
18,이명기,KIA,120,502,447,135,4,88,42,40,64,12,0.346,0.302,0.363,0.418,0.781,0.339,0.9
18,채태인,롯데,130,420,376,110,15,44,75,34,107,0,0.368,0.293,0.356,0.46,0.816,0.345,0.86
18,유재신,KIA,46,40,33,14,1,19,8,7,10,3,0.591,0.424,0.525,0.667,1.192,0.503,0.82
18,박석민,NC,103,375,318,81,16,40,55,39,80,1,0.289,0.255,0.36,0.456,0.816,0.347,0.82
18,김민식,KIA,125,365,310,76,6,53,37,39,63,5,0.288,0.245,0.333,0.355,0.688,0.309,0.82
18,정훈,롯데,91,194,174,53,7,33,26,16,39,3,0.351,0.305,0.361,0.494,0.855,0.358,0.8
18,모창민,NC,81,314,287,80,17,38,62,21,51,2,0.283,0.279,0.328,0.498,0.826,0.343,0.78
18,강승호,SK,37,103,90,29,2,10,21,9,27,0,0.443,0.322,0.39,0.456,0.846,0.368,0.77
