시즌,선수명,팀명,경기,타석,타수,안타,홈런,득점,타점,볼넷,삼진,도루,BABIP,타율,출루율,장타율,OPS,wOBA,WAR
22,김강민,SSG,84,202,178,54,5,24,18,18,39,1,0.363,0.303,0.375,0.449,0.824,0.367,1.39
22,페르난데스,두산,139,550,508,157,6,52,77,35,45,0,0.327,0.309,0.353,0.4,0.753,0.339,1.33
22,이원석,삼성,88,335,288,77,10,31,60,33,70,0,0.313,0.267,0.346,0.417,0.763,0.341,1.32
22,박세혁,두산,128,402,351,87,3,33,41,33,71,2,0.299,0.248,0.32,0.316,0.636,0.297,1.21
22,라가레스,SSG,49,202,181,57,6,24,32,14,18,3,0.319,0.315,0.362,0.464,0.826,0.363,1.2
22,심우준,KT,132,449,388,93,4,69,34,43,75,23,0.284,0.24,0.316,0.302,0.618,0.291,1.04
22,박동원,Hero,11,40,33,7,1,1,4,7,8,0,0.25,0.212,0.35,0.394,0.744,0.344,1.01
22,김인태,두산,83,279,235,58,5,25,25,41,47,1,0.29,0.247,0.366,0.336,0.702,0.334,0.94
22,이지영,Hero,137,450,420,112,2,38,37,20,44,1,0.294,0.267,0.303,0.326,0.629,0.286,0.89
22,안권수,두산,76,267,239,71,0,43,20,26,40,3,0.357,0.297,0.368,0.343,0.711,0.334,0.85
22,전의산,SSG,77,266,241,60,13,36,45,24,84,0,0.324,0.249,0.316,0.481,0.797,0.343,0.84
22,김도영,KIA,103,254,224,53,3,37,19,22,62,13,0.313,0.237,0.312,0.362,0.674,0.31,0.83
22,피터스,롯데,85,354,316,72,13,32,48,26,77,7,0.257,0.228,0.299,0.402,0.701,0.313,0.83
22,이재원,LG,85,253,223,50,13,31,43,18,77,3,0.278,0.224,0.316,0.453,0.769,0.343,0.83
22,하주석,한화,125,483,445,115,5,50,58,32,126,20,0.347,0.258,0.309,0.342,0.651,0.296,0.8
22,송성문,Hero,142,601,547,135,13,67,79,45,65,0,0.256,0.247,0.302,0.371,0.673,0.298,0.75
22,오선진,삼성,100,306,268,74,3,30,24,18,51,2,0.33,0.276,0.328,0.34,0.668,0.307,0.72
22,황성빈,롯데,102,353,320,94,1,62,16,22,55,10,0.35,0.294,0.341,0.366,0.707,0.324,0.71
22,양석환,두산,107,446,405,99,20,58,51,32,101,1,0.276,0.244,0.309,0.432,0.741,0.327,0.7
22,정수빈,두산,127,455,405,105,3,58,41,39,56,15,0.291,0.259,0.323,0.331,0.654,0.302,0.68
22,김민식,SSG,82,204,168,36,1,23,22,26,33,0,0.257,0.214,0.323,0.286,0.609,0.292,0.68
22,오윤석,KT,112,337,286,67,6,23,37,34,69,2,0.281,0.234,0.322,0.343,0.665,0.309,0.65
22,김민식,KIA,22,62,54,13,1,7,6,6,12,0,0.286,0.241,0.311,0.333,0.644,0.296,0.64
22,김민혁,두산,38,97,88,25,5,11,16,7,25,0,0.345,0.284,0.351,0.477,0.828,0.368,0.6
22,김태연,한화,119,464,404,97,7,46,53,48,106,3,0.305,0.24,0.325,0.337,0.662,0.307,0.6
22,황대인,KIA,129,524,476,122,14,40,91,36,92,0,0.288,0.256,0.315,0.401,0.716,0.319,0.51
22,김대한,두산,51,110,96,23,4,13,11,5,27,2,0.288,0.24,0.315,0.448,0.763,0.343,0.44
22,권희동,NC,82,280,238,54,5,30,22,32,44,2,0.258,0.227,0.335,0.319,0.654,0.312,0.4
22,가르시아,LG,39,156,136,28,4,21,19,19,40,4,0.261,0.206,0.308,0.353,0.661,0.306,0.36
22,김주형,Hero,55,130,110,22,1,16,5,4,29,1,0.259,0.2,0.305,0.309,0.614,0.302,0.36
22,이우성,KIA,80,137,120,35,1,23,12,12,20,1,0.343,0.292,0.361,0.375,0.736,0.339,0.35
22,고종욱,KIA,62,114,106,30,2,13,14,7,21,1,0.337,0.283,0.327,0.425,0.752,0.335,0.35
22,안승한,두산,30,39,36,12,0,5,8,2,12,0,0.5,0.333,0.368,0.417,0.785,0.353,0.34
22,박준영,NC,75,240,208,45,4,27,19,27,54,7,0.272,0.216,0.308,0.322,0.63,0.295,0.34
22,이재원,SSG,105,279,234,47,4,27,28,25,44,1,0.228,0.201,0.296,0.278,0.574,0.275,0.34
22,지시완,롯데,75,199,174,37,3,16,17,20,55,0,0.291,0.213,0.299,0.305,0.604,0.282,0.32
22,양찬열,두산,41,94,82,20,3,15,12,11,23,0,0.304,0.244,0.333,0.402,0.735,0.334,0.29
22,김호령,KIA,54,88,77,21,1,21,8,7,22,2,0.37,0.273,0.333,0.351,0.684,0.316,0.26
22,김인환,한화,113,429,398,104,16,48,54,24,111,2,0.32,0.261,0.305,0.417,0.722,0.317,0.26
22,김상수,삼성,72,260,235,59,2,30,29,18,44,2,0.298,0.251,0.305,0.323,0.628,0.288,0.24
22,손호영,LG,36,82,74,19,3,13,14,6,14,0,0.276,0.257,0.309,0.432,0.741,0.328,0.23
22,조민성,삼성,12,16,13,4,1,3,3,2,7,1,0.6,0.308,0.438,0.538,0.976,0.442,0.21
22,장준원,KT,35,63,57,14,3,7,10,3,17,1,0.297,0.246,0.283,0.439,0.722,0.314,0.21
22,박상언,한화,56,151,134,30,4,16,17,11,28,0,0.252,0.224,0.281,0.366,0.647,0.29,0.21
22,이병헌,삼성,3,4,4,3,0,1,1,0,1,0,1,0.75,0.75,1,1.75,0.766,0.2
22,라모스,KT,18,80,72,18,3,10,11,4,18,2,0.288,0.25,0.304,0.417,0.721,0.322,0.2
22,허도환,LG,64,92,85,21,1,7,6,2,26,0,0.345,0.247,0.281,0.341,0.622,0.282,0.19
22,신용수,롯데,49,73,68,16,2,8,7,4,15,3,0.275,0.235,0.288,0.441,0.729,0.323,0.16
22,김태근,두산,2,6,4,2,0,0,2,1,1,0,0.667,0.5,0.667,0.75,1.417,0.632,0.15
22,이재용,NC,8,6,5,1,1,1,2,1,2,0,0,0.2,0.333,0.8,1.133,0.455,0.11
22,강현구,두산,3,5,3,1,0,0,0,1,0,0,0.333,0.333,0.6,0.333,0.933,0.506,0.1
22,송찬의,LG,33,78,72,17,3,8,10,2,24,2,0.304,0.236,0.282,0.417,0.699,0.309,0.1
22,최경모,SSG,98,75,73,22,0,16,4,1,18,2,0.4,0.301,0.311,0.329,0.64,0.288,0.08
22,유상빈,한화,17,49,46,15,0,3,4,0,11,0,0.417,0.326,0.319,0.435,0.754,0.326,0.07
22,임지열,Hero,40,148,131,36,1,16,15,10,43,1,0.393,0.275,0.331,0.344,0.675,0.311,0.07
22,김선우,KIA,3,4,3,1,0,1,0,0,0,0,0.333,0.333,0.5,0.333,0.833,0.444,0.06
22,박승욱,롯데,100,228,198,45,1,29,16,16,69,8,0.344,0.227,0.292,0.298,0.59,0.277,0.06
22,김기환,NC,73,131,113,25,0,26,6,13,38,14,0.329,0.221,0.31,0.283,0.593,0.285,0.06
22,김성윤,삼성,48,49,42,8,1,14,2,5,10,10,0.226,0.19,0.292,0.333,0.625,0.292,0.06
22,최용제,두산,1,1,0,0,0,0,0,0,0,0,-,-,1,-,-,0.871,0.06
22,문상준,KT,2,3,3,1,0,0,0,0,2,0,1,0.333,0.333,0.667,1,0.419,0.04
22,최준우,SSG,10,16,12,3,0,0,1,3,3,0,0.3,0.25,0.375,0.25,0.625,0.311,0.04
22,김재혁,삼성,15,39,33,8,0,5,3,4,9,4,0.32,0.242,0.333,0.273,0.606,0.294,0.04
22,최주환,SSG,97,333,298,63,9,36,41,29,56,0,0.23,0.211,0.288,0.362,0.65,0.293,0.04
22,김세민,롯데,4,4,1,0,0,1,0,1,0,0,0,0,0.5,0,0.5,0.378,0.04
22,권혁경,KIA,2,2,2,1,0,0,1,0,0,0,0.5,0.5,0.5,0.5,1,0.452,0.03
22,권광민,한화,32,87,71,16,0,6,8,13,30,0,0.372,0.225,0.345,0.296,0.641,0.311,0.03
22,전민재,두산,35,46,45,13,0,11,0,0,12,3,0.394,0.289,0.289,0.311,0.6,0.269,0.01
22,변우혁,한화,21,61,61,16,3,5,8,0,21,0,0.351,0.262,0.262,0.459,0.721,0.307,0.01
22,김민수(내),롯데,57,156,140,36,0,9,11,9,48,0,0.391,0.257,0.32,0.3,0.62,0.294,0.01
22,김동진,삼성,5,4,4,1,0,0,0,0,2,0,0.5,0.25,0.25,0.5,0.75,0.314,0.01
22,박정우,KIA,16,3,3,1,0,2,2,0,1,0,0.5,0.333,0.333,0.333,0.666,0.301,0
22,전진영,KT,4,3,3,1,0,0,1,0,0,0,0.333,0.333,0.333,0.333,0.666,0.301,0
22,박유연,두산,13,19,17,4,0,0,2,1,5,0,0.333,0.235,0.316,0.235,0.551,0.276,0
22,하재훈,SSG,60,114,107,23,6,18,13,4,40,1,0.27,0.215,0.246,0.458,0.704,0.299,0
22,안상현,SSG,46,47,38,6,2,12,5,5,12,2,0.167,0.158,0.273,0.316,0.589,0.278,-0.01
22,이재홍,Hero,4,4,4,1,0,0,0,0,2,0,0.5,0.25,0.25,0.25,0.5,0.226,-0.02
22,백용환,한화,4,5,5,1,0,1,0,0,1,0,0.25,0.2,0.2,0.4,0.6,0.251,-0.02
22,최승민,NC,44,34,34,11,0,19,3,0,7,6,0.407,0.324,0.324,0.324,0.648,0.292,-0.03
22,김민혁,KT,132,434,373,106,0,47,35,37,62,6,0.338,0.284,0.349,0.322,0.671,0.313,-0.03
22,이명기,NC,94,341,300,78,0,36,23,30,56,5,0.317,0.26,0.331,0.317,0.648,0.305,-0.03
22,신준우,Hero,76,54,43,6,0,6,0,7,19,0,0.25,0.14,0.288,0.209,0.497,0.26,-0.03
22,강민국,Hero,3,4,3,0,0,0,1,1,1,0,0,0,0.25,0,0.25,0.189,-0.03
22,나지완,KIA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03
22,전경원,SSG,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03
22,고우석(타),LG,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03
22,이명기,Hero,2,4,4,1,0,0,0,0,2,0,0.5,0.25,0.25,0.25,0.5,0.226,-0.04
22,노수광,한화,117,361,315,72,4,33,30,32,107,17,0.329,0.229,0.299,0.362,0.661,0.3,-0.04
22,추재현,롯데,33,66,58,13,0,10,5,7,17,1,0.317,0.224,0.318,0.293,0.611,0.293,-0.04
22,문상철,KT,28,52,49,11,2,5,4,3,17,1,0.3,0.224,0.269,0.408,0.677,0.296,-0.04
22,장두성,롯데,53,28,23,4,0,7,0,5,11,4,0.333,0.174,0.321,0.174,0.495,0.264,-0.04
22,안익훈,LG,14,4,3,0,0,0,0,1,0,0,0,0,0.25,0,0.25,0.189,-0.04
22,안중열,롯데,33,84,71,11,2,8,2,11,19,0,0.18,0.155,0.286,0.239,0.525,0.264,-0.05
22,이정범,SSG,7,11,11,3,0,2,1,0,2,0,0.333,0.273,0.273,0.273,0.546,0.246,-0.06
22,김기연,LG,12,9,9,2,0,0,1,0,3,0,0.333,0.222,0.222,0.222,0.444,0.201,-0.06
22,최민창,LG,4,5,5,1,0,1,0,0,1,0,0.25,0.2,0.2,0.2,0.4,0.181,-0.06
22,임석진,KIA,10,17,14,1,1,4,1,2,9,0,0,0.071,0.235,0.286,0.521,0.256,-0.06
22,박민,KIA,6,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.06
22,김호은,LG,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.06
22,송승환,두산,11,28,28,7,1,3,4,0,7,0,0.3,0.25,0.25,0.393,0.643,0.277,-0.07
22,홍현빈,KT,61,92,76,18,0,8,2,10,26,4,0.36,0.237,0.326,0.263,0.589,0.285,-0.07
22,김준완,Hero,111,398,317,61,1,43,28,64,71,1,0.242,0.192,0.339,0.246,0.585,0.298,-0.07
22,조형우,SSG,9,13,12,2,0,2,1,1,3,0,0.222,0.167,0.231,0.25,0.481,0.224,-0.07
22,박주홍,Hero,21,57,49,11,0,4,3,8,18,0,0.355,0.224,0.333,0.286,0.619,0.293,-0.08
22,이천웅,LG,19,23,20,4,0,3,0,3,3,0,0.235,0.2,0.304,0.2,0.504,0.256,-0.08
22,예진원,Hero,20,14,10,1,0,0,0,3,3,0,0.143,0.1,0.308,0.1,0.408,0.244,-0.08
22,문상인,KT,11,3,3,0,0,2,0,0,2,0,0,0,0,0,0,0,-0.08
22,류승현,KIA,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.08
22,신범수,KIA,2,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.08
22,이형종,LG,26,63,53,14,0,3,7,5,10,0,0.304,0.264,0.323,0.321,0.644,0.296,-0.09
22,서건창,LG,77,247,219,49,2,39,18,20,44,8,0.27,0.224,0.299,0.306,0.605,0.284,-0.09
22,정범모,NC,5,7,7,1,0,0,1,0,1,0,0.167,0.143,0.143,0.143,0.286,0.129,-0.09
22,권민석,두산,16,3,3,0,0,3,0,0,1,0,0,0,0,0,0,0,-0.09
22,오태양,NC,15,4,3,0,0,5,0,0,1,2,0,0,0.25,0,0.25,0.218,-0.09
22,장운호,한화,57,146,122,29,1,12,15,17,24,0,0.283,0.238,0.34,0.287,0.627,0.301,-0.1
22,박계범,두산,77,168,145,32,2,21,14,12,40,5,0.286,0.221,0.29,0.317,0.607,0.278,-0.1
22,전민수,NC,20,41,40,11,0,3,2,1,14,0,0.423,0.275,0.293,0.325,0.618,0.278,-0.11
22,석정우,SSG,9,9,9,2,0,1,0,0,3,0,0.333,0.222,0.222,0.222,0.444,0.201,-0.11
22,허관회,한화,15,25,23,5,0,3,1,1,7,1,0.313,0.217,0.25,0.304,0.554,0.249,-0.11
22,조대현,KT,6,4,4,0,0,0,0,0,3,0,0,0,0,0,0,0,-0.11
22,박정현,한화,81,220,205,50,3,23,19,12,56,6,0.322,0.244,0.289,0.317,0.606,0.278,-0.12
22,김재현,SSG,18,20,18,4,0,2,4,0,3,0,0.267,0.222,0.222,0.278,0.5,0.22,-0.12
22,김민수(외),롯데,5,7,7,1,0,0,1,0,4,0,0.333,0.143,0.143,0.143,0.286,0.129,-0.12
22,이유찬,두산,13,31,29,7,1,3,2,0,12,1,0.353,0.241,0.233,0.345,0.578,0.246,-0.13
22,유준규,KT,7,16,14,3,0,3,0,1,6,0,0.375,0.214,0.267,0.214,0.481,0.231,-0.13
22,김영웅,삼성,13,15,15,2,1,2,1,0,7,0,0.143,0.133,0.133,0.333,0.466,0.192,-0.13
22,김수윤,NC,10,18,17,2,1,1,2,1,7,0,0.111,0.118,0.167,0.353,0.52,0.221,-0.13
22,한석현,LG,6,10,9,2,0,1,0,0,3,0,0.333,0.222,0.222,0.222,0.444,0.201,-0.14
22,김재호,두산,102,264,223,48,1,26,21,28,33,0,0.244,0.215,0.304,0.26,0.564,0.272,-0.14
22,이정훈,KIA,6,10,8,0,0,0,0,2,3,0,0,0,0.2,0,0.2,0.151,-0.14
22,김규남,SSG,2,5,5,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.14
22,장승현,두산,60,109,96,20,0,6,9,5,27,0,0.286,0.208,0.274,0.24,0.514,0.249,-0.15
22,허인서,한화,8,19,18,3,0,1,0,1,8,0,0.3,0.167,0.211,0.167,0.378,0.183,-0.15
22,신민재,LG,14,3,3,0,0,2,0,0,0,2,0,0,0,0,0,0,-0.15
22,양승혁,KT,11,5,5,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.17
22,정진기,NC,39,59,53,10,1,4,4,6,19,1,0.273,0.189,0.271,0.283,0.554,0.26,-0.18
22,윤동희,롯데,4,13,13,2,0,1,1,0,2,0,0.182,0.154,0.154,0.231,0.385,0.166,-0.18
22,이시원,KT,31,16,15,2,0,6,1,0,4,2,0.182,0.133,0.188,0.133,0.321,0.167,-0.18
21,김시앙,Hero,13,14,12,1,0,1,0,1,8,0,0.25,0.083,0.154,0.083,0.237,0.128,-0.18
21,홍창기,LG,144,651,524,172,4,103,52,109,95,23,0.393,0.328,0.456,0.408,0.864,0.412,7.1
21,이정후,Hero,123,544,464,167,7,78,84,62,37,10,0.373,0.36,0.438,0.522,0.96,0.429,7.06
21,강백호,KT,142,628,516,179,16,76,102,104,85,10,0.385,0.347,0.451,0.521,0.972,0.434,6.97
21,최정,SSG,134,555,436,121,35,92,100,84,102,8,0.277,0.278,0.41,0.562,0.972,0.425,6.83
21,양의지,NC,141,570,480,156,30,81,111,69,60,2,0.315,0.325,0.414,0.581,0.995,0.432,6.48
21,알테어,NC,143,565,492,134,32,83,84,57,156,20,0.331,0.272,0.358,0.514,0.872,0.384,4.89
21,전준우,롯데,144,619,552,192,7,88,92,53,71,6,0.384,0.348,0.405,0.469,0.874,0.395,4.86
21,구자욱,삼성,139,610,543,166,22,107,88,48,98,27,0.331,0.306,0.361,0.519,0.88,0.382,4.48
21,정은원,한화,139,608,495,140,6,85,39,105,105,19,0.346,0.283,0.407,0.384,0.791,0.376,4.41
21,추신수,SSG,137,580,461,122,21,84,69,103,123,25,0.315,0.265,0.409,0.451,0.86,0.396,4.3
21,김재환*,두산,137,566,475,130,27,86,102,81,127,2,0.316,0.274,0.382,0.501,0.883,0.393,4.26
21,박건우,두산,126,525,458,149,6,82,63,50,72,13,0.37,0.325,0.4,0.441,0.841,0.384,4.24
21,최재훈,한화,116,467,375,103,7,52,44,72,68,3,0.317,0.275,0.405,0.387,0.792,0.376,4.15
21,한유섬,SSG,135,519,442,123,31,71,95,60,96,1,0.287,0.278,0.373,0.534,0.907,0.396,4.14
21,강민호,삼성,123,462,406,118,18,55,67,45,53,0,0.292,0.291,0.361,0.478,0.839,0.37,4.09
21,김혜성,Hero,144,635,559,170,3,99,66,65,97,46,0.356,0.304,0.372,0.367,0.739,0.343,4
21,노시환,한화,107,458,380,103,18,56,84,73,107,5,0.328,0.271,0.386,0.466,0.852,0.38,3.56
21,안치홍,롯데,119,490,421,129,10,58,82,52,59,3,0.33,0.306,0.379,0.458,0.837,0.376,3.51
21,한동희,롯데,129,496,424,113,17,54,69,61,95,0,0.304,0.267,0.364,0.443,0.807,0.366,3.32
21,김선빈,KIA,130,564,501,154,5,55,67,56,39,0,0.323,0.307,0.375,0.401,0.776,0.357,3.29
21,나성범,NC,144,623,570,160,33,96,101,38,155,1,0.329,0.281,0.335,0.509,0.844,0.368,3.19
21,박성한,SSG,135,471,407,123,4,53,44,49,73,12,0.358,0.302,0.377,0.388,0.765,0.357,3.18
21,피렐라,삼성,140,621,553,158,29,102,97,57,89,9,0.295,0.286,0.359,0.495,0.854,0.378,3.16
21,박해민,삼성,127,542,454,132,5,78,54,69,82,36,0.34,0.291,0.383,0.377,0.76,0.356,3.11
21,손아섭,롯데,139,610,542,173,3,88,58,61,67,11,0.359,0.319,0.39,0.397,0.787,0.365,3.05
21,페르난데스,두산,141,617,540,170,15,73,81,65,35,0,0.313,0.315,0.391,0.443,0.834,0.379,3.03
21,정훈,롯데,135,561,486,142,14,70,79,68,89,8,0.332,0.292,0.38,0.438,0.818,0.369,2.87
21,박동원,Hero,131,481,413,103,22,61,83,53,114,2,0.289,0.249,0.342,0.46,0.802,0.36,2.84
21,이용규,Hero,133,547,459,136,1,88,43,71,47,17,0.324,0.296,0.392,0.373,0.765,0.36,2.82
21,노진혁,NC,107,384,330,95,8,41,58,42,90,1,0.37,0.288,0.374,0.427,0.801,0.367,2.82
21,김현수,LG,140,595,506,144,17,70,96,77,42,3,0.279,0.285,0.376,0.435,0.811,0.367,2.78
21,오재일,삼성,120,484,418,119,25,64,97,58,106,1,0.319,0.285,0.366,0.512,0.878,0.38,2.77
21,하주석,한화,138,594,525,143,10,84,68,51,135,23,0.347,0.272,0.346,0.392,0.738,0.339,2.67
21,최원준,KIA,143,668,589,174,4,82,44,61,68,40,0.327,0.295,0.37,0.368,0.738,0.347,2.56
21,배정대,KT,144,595,510,132,12,85,68,65,132,19,0.323,0.259,0.353,0.378,0.731,0.34,2.55
21,황재균,KT,117,507,453,132,10,74,56,46,92,11,0.344,0.291,0.358,0.402,0.76,0.348,2.53
21,마차도,롯데,134,539,466,130,5,83,58,58,65,8,0.31,0.279,0.359,0.361,0.72,0.337,2.49
21,최주환,SSG,116,470,406,104,18,50,67,53,84,2,0.281,0.256,0.353,0.429,0.782,0.354,2.17
21,양석환,두산,133,546,488,133,28,66,96,42,136,2,0.317,0.273,0.337,0.49,0.827,0.362,2.06
21,채은성,LG,110,448,387,107,16,59,82,38,80,4,0.305,0.276,0.359,0.452,0.811,0.364,2.04
21,박계범,두산,118,385,322,86,5,44,46,44,68,4,0.321,0.267,0.368,0.357,0.725,0.344,1.88
21,장성우,KT,127,460,385,89,14,46,63,60,69,1,0.246,0.231,0.337,0.374,0.711,0.329,1.87
21,유한준,KT,103,337,282,87,5,30,42,44,34,1,0.332,0.309,0.409,0.418,0.827,0.381,1.86
